lambda,mu,c,rho,p0,p_wait,lq,wq,w,l,customers,observed_wait_probability,observed_wq,observed_w,observed_lq,observed_l
0.9,0.5,2,0.9,0.05263157894736841,0.8526315789473686,7.67368421052632,8.526315789473689,10.526315789473689,9.47368421052632,10000,0.844,7.904612327152713,9.868542632911106,7.184516111900179,8.969535837143626
