time,event,spares,repair_queue,busy_repairers,good_machines
6419.0510069847805,failure,2,0,1,12
6419.6113959697,repair,3,0,0,13
6461.887220087428,failure,2,0,1,12
6462.101913420208,repair,3,0,0,13
6466.229442132134,failure,2,0,1,12
6466.375731678225,repair,3,0,0,13
6495.656983361041,failure,2,0,1,12
6496.678866093661,repair,3,0,0,13
6520.387837265482,failure,2,0,1,12
6520.930939640214,repair,3,0,0,13
6551.657103996063,failure,2,0,1,12
6552.930966464107,repair,3,0,0,13
6561.5910771687,failure,2,0,1,12
6562.052449687531,repair,3,0,0,13
6565.438745090446,failure,2,0,1,12
6566.065402060322,repair,3,0,0,13
6571.087349190353,failure,2,0,1,12
6571.1534064199095,repair,3,0,0,13
6573.078711996593,failure,2,0,1,12
6573.989166958233,repair,3,0,0,13
6574.2482789875185,failure,2,0,1,12
6575.583026704687,repair,3,0,0,13
6590.879587456711,failure,2,0,1,12
6590.882991939514,repair,3,0,0,13
6600.845896640468,failure,2,0,1,12
6601.647401460559,repair,3,0,0,13
6629.864245140511,failure,2,0,1,12
6630.117725696525,repair,3,0,0,13
6644.756484775046,failure,2,0,1,12
6645.145995770566,repair,3,0,0,13
6652.417742121098,failure,2,0,1,12
6653.896111976319,repair,3,0,0,13
6675.8851756958875,failure,2,0,1,12
6676.658066300967,repair,3,0,0,13
6701.902615737819,failure,2,0,1,12
6702.213367885333,repair,3,0,0,13
6707.133694648037,failure,2,0,1,12
6709.942352343028,failure,1,1,1,11
6712.0889761786375,repair,2,0,1,12
6712.922083624088,repair,3,0,0,13
6734.493181195689,failure,2,0,1,12
6735.419128335755,repair,3,0,0,13
6736.537504917092,failure,2,0,1,12
6737.672037588184,repair,3,0,0,13
6744.161696786174,failure,2,0,1,12
6745.6044388697,repair,3,0,0,13
6758.689264958844,failure,2,0,1,12
6760.792983390104,repair,3,0,0,13
6763.545732370033,failure,2,0,1,12
6764.191494421968,repair,3,0,0,13
6764.694980843752,failure,2,0,1,12
6765.079953211415,failure,1,1,1,11
6765.4291185568645,repair,2,0,1,12
6766.747446834472,repair,3,0,0,13
6779.285823002854,failure,2,0,1,12
6781.0609957855795,repair,3,0,0,13
6783.203810919035,failure,2,0,1,12
6783.562504646473,repair,3,0,0,13
6786.30021094649,failure,2,0,1,12
6788.123349750758,repair,3,0,0,13
6800.161839783398,failure,2,0,1,12
6801.033039092503,repair,3,0,0,13
6823.285167868023,failure,2,0,1,12
6824.80614629539,repair,3,0,0,13
6826.33677877636,failure,2,0,1,12
6826.633215390595,repair,3,0,0,13
6860.823655935694,failure,2,0,1,12
6860.89933914375,repair,3,0,0,13
6864.505209797624,failure,2,0,1,12
6864.9231538548265,repair,3,0,0,13
6881.7808727905785,failure,2,0,1,12
6884.291445270777,repair,3,0,0,13
6884.66301390985,failure,2,0,1,12
6885.124017390249,repair,3,0,0,13
6891.11496131212,failure,2,0,1,12
6891.814418954212,failure,1,1,1,11
6893.046858535425,repair,2,0,1,12
6894.328053868543,repair,3,0,0,13
6902.700742742915,failure,2,0,1,12
6902.912669116285,repair,3,0,0,13
6908.816373616147,failure,2,0,1,12
6908.869925628043,repair,3,0,0,13
6918.283001369706,failure,2,0,1,12
6920.717749781137,repair,3,0,0,13
6922.225545076494,failure,2,0,1,12
6923.07225562247,repair,3,0,0,13
6931.252827640712,failure,2,0,1,12
6931.345501320499,repair,3,0,0,13
6937.6640649099645,failure,2,0,1,12
6937.90987394505,repair,3,0,0,13
6941.312473557696,failure,2,0,1,12
6941.641497459394,repair,3,0,0,13
6970.848014197173,failure,2,0,1,12
6971.125606815365,repair,3,0,0,13
6976.424880639164,failure,2,0,1,12
6976.933408340617,repair,3,0,0,13
6980.405887008563,failure,2,0,1,12
6983.058423356472,repair,3,0,0,13
6990.512938501173,failure,2,0,1,12
6993.664258708294,repair,3,0,0,13
7009.849466199878,failure,2,0,1,12
7011.684907856737,repair,3,0,0,13
7026.683880775952,failure,2,0,1,12
7027.959886793894,repair,3,0,0,13
7042.403553527632,failure,2,0,1,12
7043.176216197316,repair,3,0,0,13
7045.959683492385,failure,2,0,1,12
7046.621252506612,repair,3,0,0,13
7049.343225250319,failure,2,0,1,12
7049.482156783049,failure,1,1,1,11
7050.683390968183,repair,2,0,1,12
7053.137271223892,repair,3,0,0,13
7058.977705706675,failure,2,0,1,12
7059.512849693505,repair,3,0,0,13
7065.25613039154,failure,2,0,1,12
7065.74897918383,repair,3,0,0,13
7066.824470694192,failure,2,0,1,12
7067.04653902674,repair,3,0,0,13
7078.456972235517,failure,2,0,1,12
7079.742634814755,repair,3,0,0,13
7102.2499191571205,failure,2,0,1,12
7103.086014437483,repair,3,0,0,13
7121.48506865447,failure,2,0,1,12
7121.914032040512,repair,3,0,0,13
7130.756656405437,failure,2,0,1,12
7131.284438778694,failure,1,1,1,11
7131.73756382036,failure,0,2,1,10
7132.384755617097,repair,1,1,1,11
7132.657861079091,repair,2,0,1,12
7133.087557537367,failure,1,1,1,11
7133.45139005422,repair,2,0,1,12
7133.699616684454,repair,3,0,0,13
7140.382687001376,failure,2,0,1,12
7143.307560459578,repair,3,0,0,13
7147.753880922609,failure,2,0,1,12
7147.805898437297,repair,3,0,0,13
7149.831368540556,failure,2,0,1,12
7150.415199180329,failure,1,1,1,11
7150.5552997971845,repair,2,0,1,12
7153.990531911887,repair,3,0,0,13
7160.260650485294,failure,2,0,1,12
7160.357324438431,repair,3,0,0,13
7162.712908184453,failure,2,0,1,12
7165.256693815652,repair,3,0,0,13
7165.955576417346,failure,2,0,1,12
7166.65402809204,repair,3,0,0,13
7170.346488451037,failure,2,0,1,12
7170.466249094024,repair,3,0,0,13
7199.060698384777,failure,2,0,1,12
7199.553966513649,repair,3,0,0,13
7201.451674062047,failure,2,0,1,12
7202.054590154169,repair,3,0,0,13
7209.110953388367,failure,2,0,1,12
7210.043456604993,repair,3,0,0,13
7214.522541384602,failure,2,0,1,12
7215.1916728262,repair,3,0,0,13
7224.822154452504,failure,2,0,1,12
7226.344102338028,repair,3,0,0,13
7233.059640665345,failure,2,0,1,12
7235.296631373652,repair,3,0,0,13
7239.613606072968,failure,2,0,1,12
7240.364904767109,repair,3,0,0,13
7241.254818110725,failure,2,0,1,12
7241.556909985962,repair,3,0,0,13
7242.466907833758,failure,2,0,1,12
7244.267789108181,repair,3,0,0,13
7252.885890551252,failure,2,0,1,12
7253.735933845664,repair,3,0,0,13
7261.47716740656,failure,2,0,1,12
7262.306960752467,repair,3,0,0,13
7275.479596438502,failure,2,0,1,12
7277.813247152173,repair,3,0,0,13
7292.41076207142,failure,2,0,1,12
7292.545609017256,repair,3,0,0,13
7300.597824400347,failure,2,0,1,12
7301.7824837689,repair,3,0,0,13
7302.0004687142455,failure,2,0,1,12
7304.154149279865,repair,3,0,0,13
7307.664275599114,failure,2,0,1,12
7308.106713938462,repair,3,0,0,13
7308.359783070021,failure,2,0,1,12
7309.211778943793,repair,3,0,0,13
7326.858378307022,failure,2,0,1,12
7327.150622938648,repair,3,0,0,13
7337.992914062264,failure,2,0,1,12
7338.034857222055,repair,3,0,0,13
7343.632144458328,failure,2,0,1,12
7344.972695575196,repair,3,0,0,13
7354.467651836531,failure,2,0,1,12
7354.805687903591,repair,3,0,0,13
7356.101136155789,failure,2,0,1,12
7356.795888127541,repair,3,0,0,13
7361.459408348656,failure,2,0,1,12
7361.832512904675,repair,3,0,0,13
7363.4820702653815,failure,2,0,1,12
7363.61712079164,repair,3,0,0,13
7364.859892769456,failure,2,0,1,12
7365.326319950759,repair,3,0,0,13
7386.307574043957,failure,2,0,1,12
7386.3123148587465,repair,3,0,0,13
7392.24432037195,failure,2,0,1,12
7392.971487228308,repair,3,0,0,13
7402.397851652299,failure,2,0,1,12
7404.251051295528,repair,3,0,0,13
7406.82423278176,failure,2,0,1,12
7408.945889618994,repair,3,0,0,13
7409.59011107365,failure,2,0,1,12
7409.8594134553,repair,3,0,0,13
7435.02452605836,failure,2,0,1,12
7435.154877404701,repair,3,0,0,13
7438.9277205655035,failure,2,0,1,12
7439.408211543759,repair,3,0,0,13
7449.94091258366,failure,2,0,1,12
7450.065494074582,repair,3,0,0,13
7455.299310862605,failure,2,0,1,12
7455.900875883114,failure,1,1,1,11
7456.558875633838,repair,2,0,1,12
7456.9905118190945,repair,3,0,0,13
7460.105843832901,failure,2,0,1,12
7461.593369961957,repair,3,0,0,13
7468.61792814045,failure,2,0,1,12
7469.232319195177,repair,3,0,0,13
7486.940818579427,failure,2,0,1,12
7487.32922489729,repair,3,0,0,13
7494.749483740661,failure,2,0,1,12
7496.071814537832,repair,3,0,0,13
7501.545479287731,failure,2,0,1,12
7501.88579789668,repair,3,0,0,13
7506.928755169449,failure,2,0,1,12
7507.068258342375,repair,3,0,0,13
7508.923513037204,failure,2,0,1,12
7510.1179403765445,failure,1,1,1,11
7511.371138441294,failure,0,2,1,10
7513.065665884553,repair,1,1,1,11
7514.436965017058,repair,2,0,1,12
7514.5119878116475,repair,3,0,0,13
7538.505148710673,failure,2,0,1,12
7540.094648349682,failure,1,1,1,11
7540.6357211199565,repair,2,0,1,12
7540.852191255919,repair,3,0,0,13
7545.258758802565,failure,2,0,1,12
7545.639723306347,repair,3,0,0,13
7574.0143064282875,failure,2,0,1,12
7575.26140776004,failure,1,1,1,11
7577.038743969362,repair,2,0,1,12
7577.073313801441,repair,3,0,0,13
7594.1505514996625,failure,2,0,1,12
7595.1937252557,repair,3,0,0,13
7608.42152510034,failure,2,0,1,12
7608.557783300406,repair,3,0,0,13
7621.364756337228,failure,2,0,1,12
7623.405520189632,repair,3,0,0,13
7626.3219572579455,failure,2,0,1,12
7626.902666039975,repair,3,0,0,13
7630.245279436414,failure,2,0,1,12
7630.549915094504,repair,3,0,0,13
7655.648416555893,failure,2,0,1,12
7655.670395936302,repair,3,0,0,13
7659.228851853399,failure,2,0,1,12
7659.408178614947,repair,3,0,0,13
7660.795360491761,failure,2,0,1,12
7660.896120048378,repair,3,0,0,13
7661.634008800679,failure,2,0,1,12
7662.28634917074,repair,3,0,0,13
7688.104047900127,failure,2,0,1,12
7692.331079090623,repair,3,0,0,13
7693.660821011954,failure,2,0,1,12
7694.129189415192,repair,3,0,0,13
7699.991927024879,failure,2,0,1,12
7700.4992465909445,repair,3,0,0,13
7712.104246902202,failure,2,0,1,12
7713.064706445884,repair,3,0,0,13
7718.686413509926,failure,2,0,1,12
7719.890212426086,repair,3,0,0,13
7720.921716138759,failure,2,0,1,12
7720.950484565782,repair,3,0,0,13
7741.047163730983,failure,2,0,1,12
7741.078482417224,repair,3,0,0,13
7752.837865394851,failure,2,0,1,12
7754.8190758691035,repair,3,0,0,13
7810.945854592725,failure,2,0,1,12
7812.39791450024,repair,3,0,0,13
7812.502628754309,failure,2,0,1,12
7812.934888543536,repair,3,0,0,13
7818.126366316524,failure,2,0,1,12
7818.285636607996,repair,3,0,0,13
7819.501381968221,failure,2,0,1,12
7819.826345191205,repair,3,0,0,13
7821.591244882383,failure,2,0,1,12
7821.604403151444,repair,3,0,0,13
7821.8631718044235,failure,2,0,1,12
7822.665060571718,repair,3,0,0,13
7824.438514859324,failure,2,0,1,12
7825.036955363147,failure,1,1,1,11
7825.913965228868,failure,0,2,1,10
7826.656392765987,repair,1,1,1,11
7826.918607350461,repair,2,0,1,12
7828.278467300037,repair,3,0,0,13
7834.879083672396,failure,2,0,1,12
7835.106376703949,repair,3,0,0,13
7843.953450597296,failure,2,0,1,12
7844.205984589894,failure,1,1,1,11
7845.4065206870955,repair,2,0,1,12
7848.018586368939,repair,3,0,0,13
7853.683390644457,failure,2,0,1,12
7854.386933375539,repair,3,0,0,13
7855.989553696536,failure,2,0,1,12
7857.983454016017,repair,3,0,0,13
7887.908667343893,failure,2,0,1,12
7888.412720227264,repair,3,0,0,13
7889.013549888642,failure,2,0,1,12
7889.252995868103,repair,3,0,0,13
7904.0666825875405,failure,2,0,1,12
7904.435179996131,repair,3,0,0,13
7913.9002956606655,failure,2,0,1,12
7915.911722000549,repair,3,0,0,13
7921.570066343482,failure,2,0,1,12
7922.751981123731,repair,3,0,0,13
7929.636736863475,failure,2,0,1,12
7930.04770362978,repair,3,0,0,13
7938.50535184855,failure,2,0,1,12
7940.32264230829,failure,1,1,1,11
7940.4427886547,repair,2,0,1,12
7940.552638188536,repair,3,0,0,13
7941.506570599587,failure,2,0,1,12
7942.543190845073,repair,3,0,0,13
7951.071920138204,failure,2,0,1,12
7952.780809411918,repair,3,0,0,13
7974.6435407722365,failure,2,0,1,12
7974.6485038464925,repair,3,0,0,13
7978.408552343608,failure,2,0,1,12
7980.125853566572,repair,3,0,0,13
7982.797753375422,failure,2,0,1,12
7983.1914101094935,repair,3,0,0,13
8006.089473231355,failure,2,0,1,12
8006.622791335227,repair,3,0,0,13
8009.681729730715,failure,2,0,1,12
8010.227394866496,repair,3,0,0,13
8011.622629352061,failure,2,0,1,12
8011.714224722114,repair,3,0,0,13
8024.583368806393,failure,2,0,1,12
8024.9776526791575,repair,3,0,0,13
8053.383887858575,failure,2,0,1,12
8055.491486317971,repair,3,0,0,13
8073.790462679085,failure,2,0,1,12
8073.814756360798,repair,3,0,0,13
8087.279669264965,failure,2,0,1,12
8087.590600831594,repair,3,0,0,13
8088.88970291671,failure,2,0,1,12
8089.025431289146,repair,3,0,0,13
8095.742175425311,failure,2,0,1,12
8095.96731935825,repair,3,0,0,13
8096.371295940055,failure,2,0,1,12
8097.337364107359,repair,3,0,0,13
8130.63945980603,failure,2,0,1,12
8130.9205503424555,failure,1,1,1,11
8131.051195660605,repair,2,0,1,12
8132.344973049587,repair,3,0,0,13
8139.243927371805,failure,2,0,1,12
8140.796657493994,repair,3,0,0,13
8145.306178055115,failure,2,0,1,12
8146.4407619665935,repair,3,0,0,13
8157.194696906859,failure,2,0,1,12
8158.093663671518,repair,3,0,0,13
8179.1938638856245,failure,2,0,1,12
8179.44159829496,repair,3,0,0,13
8190.171362781801,failure,2,0,1,12
8191.429702877612,repair,3,0,0,13
8213.725069310874,failure,2,0,1,12
8215.600049473354,failure,1,1,1,11
8216.367222451734,repair,2,0,1,12
8217.916047605082,repair,3,0,0,13
8225.941154808028,failure,2,0,1,12
8226.171975797957,repair,3,0,0,13
8241.855829940656,failure,2,0,1,12
8241.904291426945,repair,3,0,0,13
8250.142239347633,failure,2,0,1,12
8250.223163243236,repair,3,0,0,13
8259.69633673139,failure,2,0,1,12
8259.874799574965,repair,3,0,0,13
8279.030298640697,failure,2,0,1,12
8282.825473783634,repair,3,0,0,13
8295.849837666794,failure,2,0,1,12
8295.977515992623,repair,3,0,0,13
8310.295499793916,failure,2,0,1,12
8311.228822880767,repair,3,0,0,13
8319.16707246381,failure,2,0,1,12
8319.607043915035,repair,3,0,0,13
8322.985955408189,failure,2,0,1,12
8325.38959175002,repair,3,0,0,13
8336.184381197163,failure,2,0,1,12
8337.613707608394,repair,3,0,0,13
8349.301958130152,failure,2,0,1,12
8354.377875080123,repair,3,0,0,13
8358.06479660608,failure,2,0,1,12
8359.155661225288,repair,3,0,0,13
8367.19873879264,failure,2,0,1,12
8368.247859066007,repair,3,0,0,13
8389.78783645703,failure,2,0,1,12
8390.171719204998,repair,3,0,0,13
8392.73164558154,failure,2,0,1,12
8393.132988462654,failure,1,1,1,11
8393.677304575878,repair,2,0,1,12
8394.135932366053,repair,3,0,0,13
8397.807555646488,failure,2,0,1,12
8397.812164788733,repair,3,0,0,13
8422.664190104566,failure,2,0,1,12
8422.785767037702,repair,3,0,0,13
8424.07032767115,failure,2,0,1,12
8424.277829266288,repair,3,0,0,13
8428.560726573658,failure,2,0,1,12
8430.823512107634,repair,3,0,0,13
8441.147679057014,failure,2,0,1,12
8441.956591064314,repair,3,0,0,13
8444.180861690284,failure,2,0,1,12
8444.3110820242,repair,3,0,0,13
8479.374905548377,failure,2,0,1,12
8480.817180607595,repair,3,0,0,13
8483.3416307664,failure,2,0,1,12
8485.306338701661,repair,3,0,0,13
8499.375335274703,failure,2,0,1,12
8500.471130098174,repair,3,0,0,13
8512.805638008385,failure,2,0,1,12
8513.397986508286,repair,3,0,0,13
8528.629230425779,failure,2,0,1,12
8529.65450338298,repair,3,0,0,13
8532.595704100559,failure,2,0,1,12
8533.789881492414,repair,3,0,0,13
8546.340174328707,failure,2,0,1,12
8548.494324439971,failure,1,1,1,11
8548.969924049672,repair,2,0,1,12
8550.107530388355,repair,3,0,0,13
8550.358586271339,failure,2,0,1,12
8550.571780832886,failure,1,1,1,11
8550.658195581285,repair,2,0,1,12
8550.937823833587,repair,3,0,0,13
8565.14920817858,failure,2,0,1,12
8565.186583646684,repair,3,0,0,13
8569.985831635373,failure,2,0,1,12
8570.412652608165,repair,3,0,0,13
8582.142750526202,failure,2,0,1,12
8582.484252599143,repair,3,0,0,13
8601.466708435288,failure,2,0,1,12
8601.702804684419,repair,3,0,0,13
8616.634151383096,failure,2,0,1,12
8617.065072844503,repair,3,0,0,13
8625.59547680925,failure,2,0,1,12
8625.960061857182,failure,1,1,1,11
8627.515495546702,failure,0,2,1,10
8628.268945920383,repair,1,1,1,11
8630.091831353951,repair,2,0,1,12
8631.613573744664,repair,3,0,0,13
8636.896574807257,failure,2,0,1,12
8637.429751436373,repair,3,0,0,13
8646.392477182178,failure,2,0,1,12
8647.65528861583,repair,3,0,0,13
8660.488090896733,failure,2,0,1,12
8661.24488858299,repair,3,0,0,13
8667.296347417694,failure,2,0,1,12
8672.463267487456,repair,3,0,0,13
8676.856146409473,failure,2,0,1,12
8677.53124428541,repair,3,0,0,13
8687.973496917803,failure,2,0,1,12
8689.932662984284,repair,3,0,0,13
8696.77275242117,failure,2,0,1,12
8698.395989810708,repair,3,0,0,13
8704.671378397254,failure,2,0,1,12
8704.822285943765,repair,3,0,0,13
8705.762096880891,failure,2,0,1,12
8707.623707074157,repair,3,0,0,13
8709.91473928534,failure,2,0,1,12
8710.782276287759,repair,3,0,0,13
8711.894742371394,failure,2,0,1,12
8712.46881740159,repair,3,0,0,13
8735.518177049944,failure,2,0,1,12
8736.376535282203,repair,3,0,0,13
8741.388754715957,failure,2,0,1,12
8742.733741769473,repair,3,0,0,13
8743.128574191918,failure,2,0,1,12
8744.102245070399,repair,3,0,0,13
8749.468442491863,failure,2,0,1,12
8749.600376891703,repair,3,0,0,13
8751.441752409988,failure,2,0,1,12
8751.690023525427,repair,3,0,0,13
8769.687888482442,failure,2,0,1,12
8770.393025319334,repair,3,0,0,13
8779.822379423138,failure,2,0,1,12
8780.508863344146,repair,3,0,0,13
8802.161980829143,failure,2,0,1,12
8802.757173081764,repair,3,0,0,13
8810.601102773042,failure,2,0,1,12
8811.303390916733,repair,3,0,0,13
8813.80019607735,failure,2,0,1,12
8813.87952366942,repair,3,0,0,13
8814.786293701673,failure,2,0,1,12
8815.088658219584,repair,3,0,0,13
8827.817303583246,failure,2,0,1,12
8828.231642094242,repair,3,0,0,13
8834.843017686775,failure,2,0,1,12
8836.04374503837,repair,3,0,0,13
8839.775512042983,failure,2,0,1,12
8841.771295261962,repair,3,0,0,13
8842.16301888637,failure,2,0,1,12
8843.41398295072,repair,3,0,0,13
8859.385687260561,failure,2,0,1,12
8861.755396207978,repair,3,0,0,13
8868.318965862654,failure,2,0,1,12
8869.343065547393,repair,3,0,0,13
8882.476370578946,failure,2,0,1,12
8883.433737658786,repair,3,0,0,13
8888.39606692966,failure,2,0,1,12
8889.335508106571,repair,3,0,0,13
8890.080538540944,failure,2,0,1,12
8890.506531158506,repair,3,0,0,13
8904.89522550898,failure,2,0,1,12
8905.553568684942,failure,1,1,1,11
8906.288862280402,repair,2,0,1,12
8906.46617911634,repair,3,0,0,13
8934.5070205854,failure,2,0,1,12
8936.364841298995,repair,3,0,0,13
8939.87398667433,failure,2,0,1,12
8940.01701913188,repair,3,0,0,13
8941.623092808853,failure,2,0,1,12
8942.104690681479,repair,3,0,0,13
8942.434287085962,failure,2,0,1,12
8942.607520932446,repair,3,0,0,13
8943.698348615304,failure,2,0,1,12
8943.856143521925,failure,1,1,1,11
8944.380785007403,repair,2,0,1,12
8944.589826091524,repair,3,0,0,13
8948.274462509718,failure,2,0,1,12
8948.276584206116,repair,3,0,0,13
8953.813852617652,failure,2,0,1,12
8954.38341313337,failure,1,1,1,11
8954.539447803616,failure,0,2,1,10
8955.140259055233,repair,1,1,1,11
8955.691197165423,repair,2,0,1,12
8958.317289548952,repair,3,0,0,13
8962.675489346782,failure,2,0,1,12
8963.465377363716,repair,3,0,0,13
8971.424746497978,failure,2,0,1,12
8972.295425340093,repair,3,0,0,13
8993.211348310057,failure,2,0,1,12
8993.245077395644,repair,3,0,0,13
8995.153993453634,failure,2,0,1,12
8995.815827854212,repair,3,0,0,13
9011.391874318728,failure,2,0,1,12
9011.692829377775,repair,3,0,0,13
9012.617916044115,failure,2,0,1,12
9012.749170011555,failure,1,1,1,11
9014.073348721358,repair,2,0,1,12
9014.49030838682,repair,3,0,0,13
9015.633499824053,failure,2,0,1,12
9016.343255469632,repair,3,0,0,13
9018.717678635168,failure,2,0,1,12
9018.953065401205,repair,3,0,0,13
9030.88846506944,failure,2,0,1,12
9031.047958069594,failure,1,1,1,11
9032.34228875872,repair,2,0,1,12
9033.209154725706,failure,1,1,1,11
9034.443955417224,repair,2,0,1,12
9034.817160906223,failure,1,1,1,11
9034.942285560304,repair,2,0,1,12
9035.615362496623,repair,3,0,0,13
9042.479146675294,failure,2,0,1,12
9043.41697631303,repair,3,0,0,13
9045.399835272829,failure,2,0,1,12
9047.097007935552,repair,3,0,0,13
9062.27287671587,failure,2,0,1,12
9063.934924366728,repair,3,0,0,13
9065.11212633346,failure,2,0,1,12
9065.329748531181,repair,3,0,0,13
9079.040902357168,failure,2,0,1,12
9079.251427890833,repair,3,0,0,13
9089.359894401086,failure,2,0,1,12
9090.193426730362,repair,3,0,0,13
9108.541547849512,failure,2,0,1,12
9109.251217010482,repair,3,0,0,13
9117.094277050905,failure,2,0,1,12
9117.276431435386,repair,3,0,0,13
9124.877140467153,failure,2,0,1,12
9125.99219715453,repair,3,0,0,13
9127.381523035638,failure,2,0,1,12
9129.088801424046,repair,3,0,0,13
9141.039684890871,failure,2,0,1,12
9141.267515124848,repair,3,0,0,13
9169.767580746904,failure,2,0,1,12
9172.360222263238,repair,3,0,0,13
9179.060421858998,failure,2,0,1,12
9179.851308333335,repair,3,0,0,13
9227.463388478805,failure,2,0,1,12
9227.989638271541,repair,3,0,0,13
9248.322130761486,failure,2,0,1,12
9249.523475576605,repair,3,0,0,13
9252.162327954644,failure,2,0,1,12
9252.91867602268,repair,3,0,0,13
9255.85043339192,failure,2,0,1,12
9256.062004849791,repair,3,0,0,13
9257.382764231319,failure,2,0,1,12
9257.639790467574,repair,3,0,0,13
9258.16837865413,failure,2,0,1,12
9258.654968507404,repair,3,0,0,13
9267.456707699213,failure,2,0,1,12
9267.597855622673,repair,3,0,0,13
9270.245828348232,failure,2,0,1,12
9270.396805522503,repair,3,0,0,13
9274.899501877406,failure,2,0,1,12
9275.158434275565,repair,3,0,0,13
9283.652473921231,failure,2,0,1,12
9284.466369196824,repair,3,0,0,13
9297.273878464142,failure,2,0,1,12
9298.756305656676,repair,3,0,0,13
9309.08053213661,failure,2,0,1,12
9310.106905647628,repair,3,0,0,13
9311.603967627569,failure,2,0,1,12
9313.257649525985,repair,3,0,0,13
9318.436352911793,failure,2,0,1,12
9318.766109489747,repair,3,0,0,13
9319.398319648622,failure,2,0,1,12
9320.797212999274,failure,1,1,1,11
9321.034832018822,repair,2,0,1,12
9321.091180682817,repair,3,0,0,13
9334.336065394173,failure,2,0,1,12
9334.426731968037,repair,3,0,0,13
9344.700334343597,failure,2,0,1,12
9346.073805202956,repair,3,0,0,13
9378.961497123979,failure,2,0,1,12
9379.999913106061,repair,3,0,0,13
9411.497262577112,failure,2,0,1,12
9412.92785079248,repair,3,0,0,13
9422.78146881179,failure,2,0,1,12
9422.887680906915,repair,3,0,0,13
9423.077990967746,failure,2,0,1,12
9424.87636921926,repair,3,0,0,13
9428.991804405021,failure,2,0,1,12
9429.771237887973,failure,1,1,1,11
9430.171940167687,repair,2,0,1,12
9430.737758104979,repair,3,0,0,13
9452.128518810308,failure,2,0,1,12
9452.890490348358,failure,1,1,1,11
9453.532145781926,repair,2,0,1,12
9453.887500522305,repair,3,0,0,13
9454.274935252866,failure,2,0,1,12
9457.119018481937,repair,3,0,0,13
9464.38356083018,failure,2,0,1,12
9464.542710141779,repair,3,0,0,13
9486.472084002104,failure,2,0,1,12
9487.433064446557,repair,3,0,0,13
9505.375751801552,failure,2,0,1,12
9506.494111227412,repair,3,0,0,13
9508.019010070506,failure,2,0,1,12
9509.11333484277,repair,3,0,0,13
9509.616346950654,failure,2,0,1,12
9511.111861147601,repair,3,0,0,13
9523.679341997711,failure,2,0,1,12
9523.960465099064,repair,3,0,0,13
9548.248101070307,failure,2,0,1,12
9548.881597021,failure,1,1,1,11
9548.924720592888,repair,2,0,1,12
9549.584997624017,repair,3,0,0,13
9555.690652275942,failure,2,0,1,12
9555.694790732543,repair,3,0,0,13
9563.786734731539,failure,2,0,1,12
9563.90929474795,repair,3,0,0,13
9571.786774900846,failure,2,0,1,12
9571.857667264974,failure,1,1,1,11
9572.070836180334,repair,2,0,1,12
9572.275512662018,repair,3,0,0,13
9580.155899965392,failure,2,0,1,12
9580.265682777137,repair,3,0,0,13
9598.899322627261,failure,2,0,1,12
9599.52451321667,repair,3,0,0,13
9602.195491342914,failure,2,0,1,12
9602.286973179083,repair,3,0,0,13
9615.071901423338,failure,2,0,1,12
9616.121432905486,failure,1,1,1,11
9616.30130954579,failure,0,2,1,10
9616.978628509547,repair,1,1,1,11
9619.704303274679,repair,2,0,1,12
9621.405074179283,repair,3,0,0,13
9638.199487998561,failure,2,0,1,12
9638.675735057775,repair,3,0,0,13
9654.555046876652,failure,2,0,1,12
9654.740540680032,repair,3,0,0,13
9657.324028849858,failure,2,0,1,12
9657.518984691098,repair,3,0,0,13
9678.472242828535,failure,2,0,1,12
9682.132043151014,repair,3,0,0,13
9697.296267442083,failure,2,0,1,12
9700.20335404878,repair,3,0,0,13
9701.507336427327,failure,2,0,1,12
9703.053633001024,repair,3,0,0,13
9707.446795213333,failure,2,0,1,12
9707.509301966265,failure,1,1,1,11
9708.920060937236,repair,2,0,1,12
9710.454519120594,failure,1,1,1,11
9710.583412252774,repair,2,0,1,12
9712.117492421847,repair,3,0,0,13
9716.813894323726,failure,2,0,1,12
9717.357859264896,repair,3,0,0,13
9740.27279904138,failure,2,0,1,12
9740.867918481743,repair,3,0,0,13
9749.087078640032,failure,2,0,1,12
9749.451200796655,repair,3,0,0,13
9758.388886535895,failure,2,0,1,12
9759.768558596445,repair,3,0,0,13
9776.737309751401,failure,2,0,1,12
9776.872621325356,repair,3,0,0,13
9787.767698227668,failure,2,0,1,12
9787.779588928654,repair,3,0,0,13
9807.403188576454,failure,2,0,1,12
9808.005196953434,repair,3,0,0,13
9808.021053267297,failure,2,0,1,12
9808.445517314569,repair,3,0,0,13
9831.90695360365,failure,2,0,1,12
9833.148273060095,repair,3,0,0,13
9833.455406079109,failure,2,0,1,12
9833.878206727823,repair,3,0,0,13
9849.563768266173,failure,2,0,1,12
9849.567937965436,repair,3,0,0,13
9858.677978328022,failure,2,0,1,12
9859.168531561536,repair,3,0,0,13
9862.212399309272,failure,2,0,1,12
9862.230865839429,failure,1,1,1,11
9862.282497326987,failure,0,2,1,10
9863.384970192683,repair,1,1,1,11
9863.423941672141,repair,2,0,1,12
9864.606909752812,repair,3,0,0,13
9865.645751581644,failure,2,0,1,12
9865.844998523826,repair,3,0,0,13
9872.117833664122,failure,2,0,1,12
9872.81449338761,repair,3,0,0,13
9877.80786076034,failure,2,0,1,12
