N,S,repairers,seed,crash_time,crashed,repairer_utilization,average_repair_queue,average_good_machines,analytic_crash_time
8,3,2,1838,50000.0,false,0.04047482292744164,7.643429434966038e-5,10.918973919850778,110206.24999988939
8,3,2,1839,50000.0,false,0.040802032808870625,8.629211703284455e-5,10.91830964226523,110206.24999988939
8,3,2,1840,50000.0,false,0.03979068170576376,0.00017493949142328348,10.920243697097026,110206.24999988939
8,3,2,1841,50000.0,false,0.04087517289370494,0.000133094694775873,10.9181165595178,110206.24999988939
8,3,2,1842,50000.0,false,0.04091177547356954,3.154866102409869e-5,10.918144900391809,110206.24999988939
8,3,2,1843,40242.14271334569,true,0.04147049863082583,0.00011217621073862099,10.916946826527637,110206.24999988939
8,3,2,1844,44663.09382412443,true,0.040018650112186756,0.0001827149067025955,10.919779984868935,110206.24999988939
8,3,2,1845,50000.0,false,0.04016760161213896,2.5287010839783762e-5,10.919639509764892,110206.24999988939
8,3,2,1846,35440.25277108725,true,0.03907284244803155,0.00010220662890142397,10.921752108475056,110206.24999988939
8,3,2,1847,50000.0,false,0.03954441312692619,0.00014441543045470097,10.920766758315642,110206.24999988939
8,3,2,1848,14681.764693760853,true,0.039700744323083854,0.0001543033459313439,10.920444208007913,110206.24999988939
8,3,2,1849,50000.0,false,0.04075900075890328,0.00014673469175169885,10.918335263790445,110206.24999988939
8,3,2,1850,10148.948809766804,true,0.04171938206594548,0.00019899410690602112,10.916362241761208,110206.24999988939
8,3,2,1851,17598.271565731557,true,0.04092930934915401,0.00020598437058507314,10.91793539693111,110206.24999988939
8,3,2,1852,7934.98993228902,true,0.0391499560425284,0.00019165710639224741,10.921508430808567,110206.24999988939
8,3,2,1853,31136.977071896574,true,0.040350436776236946,0.0001276075669789872,10.91917151888055,110206.24999988939
8,3,2,1854,28747.611691898557,true,0.042183628214408436,0.0001851764287910479,10.9154475671424,110206.24999988939
8,3,2,1855,28387.00281306855,true,0.03909614676569374,0.0001300722271375792,10.921677634241457,110206.24999988939
8,3,2,1856,36.3842626567005,true,0.05247926942403826,0.005767314040272445,10.88927414711165,110206.24999988939
8,3,2,1857,50000.0,false,0.04008345235381132,0.00012029639638672961,10.919712798895976,110206.24999988939
8,3,2,1858,50000.0,false,0.040132948640074814,9.573480540950698e-5,10.919638367914454,110206.24999988939
8,3,2,1859,50000.0,false,0.04088023662248392,8.02587861295251e-5,10.918159267968896,110206.24999988939
8,3,3,1830,36909.11271901114,true,0.027951981970477366,0.0,10.916144054088555,163096.87499989988
8,3,3,1831,50000.0,false,0.026455953909704382,0.0,10.920632138270927,163096.87499989988
8,3,3,1832,50000.0,false,0.02645969204151064,0.0,10.920620923875479,163096.87499989988
8,3,3,1833,50000.0,false,0.02652798630796023,0.0,10.920416041076109,163096.87499989988
8,3,3,1834,50000.0,false,0.02517065235090963,0.0,10.924488042947296,163096.87499989988
8,3,3,1835,50000.0,false,0.026756403716754657,0.0,10.91973078884974,163096.87499989988
8,3,3,1836,50000.0,false,0.025353387656196723,0.0,10.92393983703141,163096.87499989988
8,3,3,1837,50000.0,false,0.026070837084660344,0.0,10.92178748874597,163096.87499989988
8,3,3,1838,50000.0,false,0.02702645700826064,0.0,10.918920628975224,163096.87499989988
8,3,3,1839,50000.0,false,0.02730474733560743,0.0,10.918085757993172,163096.87499989988
8,3,3,1840,33386.70478844745,true,0.026423648295519755,0.0,10.920729055113437,163096.87499989988
8,3,3,1841,50000.0,false,0.027270175407415408,0.0,10.918189473777746,163096.87499989988
8,3,3,1842,50000.0,false,0.027251888357433116,0.0,10.918244334927676,163096.87499989988
8,3,3,1843,50000.0,false,0.027231342814859127,0.0,10.918305971555421,163096.87499989988
8,3,3,1844,50000.0,false,0.026525633238756455,0.0,10.920423100283761,163096.87499989988
8,3,3,1845,50000.0,false,0.026784979496955404,0.0,10.919645061509149,163096.87499989988
8,3,3,1846,50000.0,false,0.026491170707940527,0.0,10.920526487876181,163096.87499989988
8,3,3,1847,50000.0,false,0.02636666313924318,0.0,10.920900010582216,163096.87499989988
8,3,3,1848,50000.0,false,0.02598618531824782,0.0,10.922041444045286,163096.87499989988
8,3,3,1849,50000.0,false,0.027280558982039464,0.0,10.918158323053886,163096.87499989988
8,3,3,1850,17593.854149236326,true,0.027651586127771053,0.0,10.917045241616698,163096.87499989988
8,3,3,1851,39932.21058310172,true,0.027253681035740194,0.0,10.91823895689282,163096.87499989988
8,3,3,1852,48238.91799678547,true,0.027363512548561935,0.0,10.917909462354336,163096.87499989988
8,3,3,1853,50000.0,false,0.026892844512239767,0.0,10.919321466463266,163096.87499989988
8,3,3,1854,50000.0,false,0.028116508003544045,0.0,10.915650475989368,163096.87499989988
8,3,3,1855,50000.0,false,0.026161877928999138,0.0,10.921514366212977,163096.87499989988
8,3,3,1856,50000.0,false,0.027013268518658127,0.0,10.918960194444043,163096.87499989988
8,3,3,1857,50000.0,false,0.026853323563708762,0.0,10.919440029308861,163096.87499989988
8,3,3,1858,50000.0,false,0.026751776090111996,0.0,10.91974467172968,163096.87499989988
8,3,3,1859,50000.0,false,0.027241634244603494,0.0,10.91827509726618,163096.87499989988
