t,S,I,R
6.963889089559194,784,146,70
6.971180539616841,783,147,70
6.984808544223895,782,148,70
6.995283886168972,781,149,70
6.99788082232249,781,148,71
7.009722040908976,781,147,72
7.01176923461825,780,148,72
7.0287557459213845,779,149,72
7.049299540933357,778,150,72
7.05375497643955,777,151,72
7.0666453056795495,776,152,72
7.077145921574467,775,153,72
7.096972066006394,775,152,73
7.104611376722159,774,153,73
7.108963948302017,773,154,73
7.123324517053687,772,155,73
7.128895991660294,771,156,73
7.144017285991363,770,157,73
7.158795527173421,769,158,73
7.166770314763371,769,157,74
7.183431300594981,768,158,74
7.188680258165867,767,159,74
7.203043991884246,766,160,74
7.216030628830924,765,161,74
7.234344714731422,764,162,74
7.23915335971591,763,163,74
7.255670968733861,762,164,74
7.256998798713918,762,163,75
7.26264250361034,761,164,75
7.270974756274418,760,165,75
7.281331063756784,760,164,76
7.284436429466854,759,165,76
7.296673612937445,758,166,76
7.328787966266976,757,167,76
7.328949866488646,756,168,76
7.3296435677675,756,167,77
7.339092268320246,755,168,77
7.36470176872567,754,169,77
7.371292434440691,753,170,77
7.387783341030433,752,171,77
7.431587380041236,751,172,77
7.462751901547445,750,173,77
7.467396515811809,750,172,78
7.4941904193715825,749,173,78
7.501819579074764,748,174,78
7.520490984679106,747,175,78
7.5250317927595125,746,176,78
7.527299267654174,746,175,79
7.534716824412427,746,174,80
7.539165544245344,745,175,80
7.548916783958858,744,176,80
7.560479521389602,743,177,80
7.594558301697661,742,178,80
7.604836979077975,741,179,80
7.6113580687416995,740,180,80
7.628206931714877,739,181,80
7.630304998964544,738,182,80
7.630321953637422,738,181,81
7.6349399448578525,738,180,82
7.6372711741650186,737,181,82
7.67524649575774,736,182,82
7.68026796536474,735,183,82
7.68248082166946,735,182,83
7.690028659347841,734,183,83
7.698228701496502,733,184,83
7.706246120496493,732,185,83
7.713780280350297,731,186,83
7.723787541706727,730,187,83
7.724053882534225,730,186,84
7.734905311667769,729,187,84
7.736328966444641,728,188,84
7.737172757964379,727,189,84
7.745519121202025,726,190,84
7.7471731492169145,725,191,84
7.7564315611184655,724,192,84
7.787190677861525,723,193,84
7.800219991333003,722,194,84
7.821179061546106,722,193,85
7.853410214143519,721,194,85
7.880851510771383,720,195,85
7.913802262737952,719,196,85
7.930696113134319,719,195,86
7.935971811430587,718,196,86
7.937574087456598,717,197,86
