t,S,E,I,R
22.75571221249469,627,65,99,209
22.763044393244833,627,64,100,209
22.773750629904022,627,64,99,210
22.77485842971059,627,63,100,210
22.77723515621377,627,63,99,211
22.782904306554663,627,62,100,211
22.788246430305275,627,62,99,212
22.80331382952396,627,62,98,213
22.805491077870897,626,63,98,213
22.806457479345802,625,64,98,213
22.821861646999814,625,63,99,213
22.824770968599122,625,62,100,213
22.839331747645733,625,62,99,214
22.85013272344889,625,61,100,214
22.875822482263185,625,60,101,214
22.882927575292157,625,60,100,215
22.893901146191656,625,60,99,216
22.909320581448423,624,61,99,216
22.90954614836644,623,62,99,216
22.918867616939256,623,61,100,216
22.92722207786011,622,62,100,216
22.928823325679048,622,61,101,216
22.935585441324342,622,60,102,216
22.936381118586475,621,61,102,216
22.952486171366743,621,61,101,217
22.956572664542765,621,61,100,218
22.961862200282518,621,61,99,219
22.96775366140019,620,62,99,219
22.969279123102293,620,62,98,220
22.97205855683863,620,61,99,220
22.9787477998119,619,62,99,220
22.98039371755027,619,62,98,221
22.997287499930408,619,61,99,221
22.999916871443055,618,62,99,221
23.010329377174056,617,63,99,221
23.032092918902332,617,62,100,221
23.04469684167161,617,62,99,222
23.04827102196004,617,62,98,223
23.057511308264885,616,63,98,223
23.07189690061159,616,63,97,224
23.07311986070001,616,62,98,224
23.10281685598868,616,62,97,225
23.115031525753903,616,62,96,226
23.119269841474317,616,62,95,227
23.12096396897153,615,63,95,227
23.123659480448765,614,64,95,227
23.142730639140844,614,64,94,228
23.15331618022954,613,65,94,228
23.171014768395143,613,64,95,228
23.17584794596696,613,63,96,228
23.19578172490626,613,62,97,228
23.222746501209645,613,62,96,229
23.227760059634004,613,62,95,230
23.228537674198915,612,63,95,230
23.2946059207757,611,64,95,230
23.312157043350474,611,63,96,230
23.31803890928069,610,64,96,230
23.349575958345472,609,65,96,230
23.361080319307423,608,66,96,230
23.361885869175342,608,66,95,231
23.37032071821391,608,65,96,231
23.467025598939436,607,66,96,231
23.47939104562665,607,65,97,231
23.48473906380028,607,64,98,231
23.52228700639844,607,63,99,231
23.534086018576573,606,64,99,231
23.595537786310434,606,63,100,231
23.601039289635658,606,62,101,231
23.61099294990005,606,61,102,231
23.61448263482015,605,62,102,231
23.620392735491105,605,62,101,232
23.63845361165496,605,62,100,233
23.647707094967988,604,63,100,233
23.65755599342557,603,64,100,233
23.660872031241183,603,63,101,233
23.672421018432544,602,64,101,233
23.675335775170783,602,64,100,234
23.68092653691398,601,65,100,234
23.682040091188274,601,65,99,235
23.69691223239938,601,65,98,236
23.734728144585656,601,64,99,236
23.73755710068693,601,63,100,236
23.74393338384508,601,63,99,237
23.74656501676509,601,63,98,238
23.756943344940552,600,64,98,238
23.76001035588943,600,64,97,239
23.780447849316513,600,63,98,239
23.782922636490117,600,62,99,239
23.783799407013205,599,63,99,239
23.78806964522759,598,64,99,239
23.79077965031453,598,64,98,240
23.80748977189021,597,65,98,240
23.816325757985265,597,65,97,241
23.828028093341246,597,64,98,241
23.836385816500204,597,64,97,242
23.83838548307736,596,65,97,242
23.87371251237127,596,64,98,242
23.887328767057216,596,64,97,243
23.917907630928013,596,64,96,244
23.924716675441488,595,65,96,244
23.93323135215258,595,64,97,244
23.954106073452007,595,63,98,244
23.954809745345795,595,63,97,245
23.956354000289554,595,62,98,245
23.973512059488186,595,61,99,245
24.006831424391883,595,61,98,246
24.014365114160945,595,61,97,247
24.020173584176757,595,61,96,248
24.025319908240608,595,60,97,248
24.031296038940813,595,59,98,248
24.033259684649327,595,59,97,249
24.038750362685562,595,59,96,250
24.039447315534268,595,59,95,251
24.04561591872861,594,60,95,251
24.047758185089904,594,59,96,251
24.07791326962947,593,60,96,251
24.0785665751255,592,61,96,251
24.080623231441155,591,62,96,251
24.083832487024125,591,61,97,251
24.0882800237468,590,62,97,251
24.088916823231376,589,63,97,251
24.089078856433144,589,63,96,252
24.101037890645724,589,63,95,253
24.10321762162237,588,64,95,253
24.10715539123186,588,63,96,253
24.108793039901563,588,62,97,253
24.112054877382437,587,63,97,253
24.132079483071124,587,63,96,254
24.144047689637482,587,62,97,254
24.151986295166218,587,61,98,254
24.16193659472044,587,60,99,254
24.20895335018399,587,59,100,254
24.21089649311225,587,59,99,255
24.2120449490094,586,60,99,255
24.228514636082753,586,59,100,255
24.300192707731018,586,59,99,256
24.307941667286105,585,60,99,256
24.314464232541283,585,59,100,256
24.324706620814645,584,60,100,256
24.3402896300943,584,59,101,256
24.352868193541955,584,59,100,257
24.36865354075472,584,58,101,257
24.37203792079646,583,59,101,257
24.387564735761565,583,59,100,258
24.399703800895146,583,59,99,259
24.404125398528485,583,58,100,259
24.420048063620474,582,59,100,259
24.481880629910933,582,58,101,259
24.49323672057774,582,58,100,260
24.525951121493804,582,57,101,260
24.542184352590883,582,56,102,260
24.54868392390591,582,55,103,260
24.585505200314902,582,54,104,260
24.586405233008936,581,55,104,260
24.589581665701086,581,55,103,261
24.609457642037896,580,56,103,261
24.619542177603577,580,56,102,262
24.625988919927195,580,55,103,262
24.62727771163919,580,55,102,263
24.664620530990764,580,55,101,264
24.666990002674837,579,56,101,264
24.695552379483253,578,57,101,264
24.706345170116187,578,57,100,265
24.721970537602992,577,58,100,265
24.72399350982052,577,58,99,266
24.734601407198337,577,58,98,267
24.782435175870088,577,58,97,268
24.788810449032443,576,59,97,268
24.794884305989108,575,60,97,268
24.800780286977922,575,60,96,269
24.806301377753652,575,59,97,269
24.831048004338726,575,59,96,270
24.856098243392385,575,59,95,271
24.857897569176604,574,60,95,271
24.859344208094896,574,59,96,271
24.867919028114365,574,59,95,272
24.87335633874804,574,58,96,272
24.876920520412913,574,57,97,272
24.87858740451197,574,56,98,272
24.902867601578677,574,56,97,273
24.91356689134545,574,56,96,274
24.941357910011664,573,57,96,274
24.944099296225165,573,56,97,274
24.948184113107253,573,55,98,274
24.95218844018535,573,55,97,275
25.00068151581979,573,55,96,276
25.01047029713844,572,56,96,276
25.026498673834354,571,57,96,276
25.03017984544382,571,57,95,277
25.043065422318243,571,57,94,278
25.04878945012398,571,56,95,278
25.063243013636637,571,56,94,279
25.06539636213107,571,56,93,280
25.069642895389954,570,57,93,280
25.084231853086948,570,57,92,281
25.115566525815694,569,58,92,281
25.132506623898994,569,57,93,281
25.137313629702522,568,58,93,281
25.144070533053736,568,58,92,282
25.167202416639142,568,57,93,282
25.17012265627861,568,56,94,282
25.191449468427173,568,55,95,282
25.19966029311586,568,55,94,283
25.221884543444524,568,55,93,284
25.257175933057976,567,56,93,284
25.25769584195154,566,57,93,284
25.28190801365109,566,57,92,285
25.28610227235163,566,57,91,286
25.33174890876184,565,58,91,286
25.33219822769181,565,57,92,286
25.336915489695592,564,58,92,286
25.340302708009446,564,57,93,286
25.342212139196487,564,56,94,286
25.351518523226083,564,55,95,286
25.361165922584465,563,56,95,286
25.372527255202936,562,57,95,286
25.3807684430264,561,58,95,286
25.381576736667856,560,59,95,286
25.389628888313812,560,58,96,286
25.400865584978447,560,58,95,287
25.403938818050623,560,57,96,287
25.40793814624864,559,58,96,287
25.41283857979084,558,59,96,287
25.423806286664767,558,58,97,287
25.436297042366245,558,57,98,287
25.45508678740737,558,57,97,288
25.46769289381756,558,57,96,289
25.48096171281917,557,58,96,289
25.4841013567709,557,58,95,290
25.55562418216251,556,59,95,290
25.57508209258624,556,59,94,291
25.57857261223257,556,59,93,292
25.59991288932191,556,58,94,292
25.601979768392862,556,57,95,292
25.614066816098017,555,58,95,292
25.620797666528638,555,58,94,293
25.625341749333888,555,57,95,293
25.642313261547994,555,56,96,293
25.673289432235514,555,55,97,293
25.67960797516381,555,54,98,293
25.68203089244667,554,55,98,293
25.699812041586238,554,55,97,294
25.713572915829726,554,55,96,295
25.723781066271997,554,55,95,296
25.75136274056693,553,56,95,296
25.761149508122276,553,55,96,296
25.761678882454355,552,56,96,296
25.765109542779392,552,56,95,297
25.785114041624542,552,56,94,298
25.79067224398532,552,56,93,299
25.80497084428697,552,56,92,300
25.80821142804463,552,56,91,301
25.823730362199434,551,57,91,301
25.836512631041657,550,58,91,301
25.86485824124507,549,59,91,301
25.87126258413206,549,58,92,301
25.874972491952448,549,58,91,302
25.899388888045113,549,58,90,303
25.929489734718302,549,58,89,304
25.930133365848803,548,59,89,304
25.94138992547043,548,59,88,305
25.9557231768732,548,59,87,306
25.956698280547393,547,60,87,306
25.96396762143293,547,60,86,307
25.970154550593733,547,59,87,307
26.00351928061382,547,58,88,307
26.029786608294753,547,58,87,308
26.05632631945457,547,57,88,308
26.05661724169929,547,57,87,309
26.074624624863368,547,56,88,309
26.076450774975267,546,57,88,309
26.08890864383568,546,56,89,309
26.100517587331883,546,55,90,309
26.143099166479093,546,55,89,310
26.149093154626545,545,56,89,310
26.1719584655023,544,57,89,310
26.178161422445157,544,57,88,311
26.187710803953543,544,56,89,311
26.19303487907394,544,55,90,311
26.199204466189265,543,56,90,311
26.224569771426474,543,56,89,312
26.25701342458127,543,56,88,313
26.257351170715218,542,57,88,313
26.257900065353155,542,57,87,314
26.286155092521774,542,56,88,314
26.307990268562584,541,57,88,314
26.31611866757136,540,58,88,314
26.3427403556856,540,57,89,314
26.351624182758005,540,57,88,315
26.38885670097207,540,56,89,315
26.401419667329435,540,56,88,316
26.411293533392524,539,57,88,316
26.43570355873081,539,57,87,317
26.444596114451006,539,57,86,318
26.4469327679129,539,57,85,319
26.470397587507513,539,57,84,320
26.48438673451578,539,56,85,320
26.48677628613361,538,57,85,320
26.503673021879063,538,56,86,320
26.53065779752338,537,57,86,320
26.573915811144698,536,58,86,320
26.592555528062412,536,58,85,321
26.656201772664804,536,57,86,321
26.659188908874096,536,56,87,321
26.66598428720319,535,57,87,321
26.69460550794394,534,58,87,321
26.707496124774902,533,59,87,321
26.716076358107617,533,59,86,322
26.75017387590546,533,59,85,323
26.75261403520401,532,60,85,323
26.770822901231377,532,59,86,323
26.790229333230755,532,59,85,324
26.805663568483144,532,58,86,324
26.82589751954092,532,58,85,325
26.835698494147117,532,57,86,325
26.838478326621804,532,57,85,326
26.862339260339127,531,58,85,326
26.87431028643795,531,58,84,327
26.89036270452526,530,59,84,327
26.978511290178428,529,60,84,327
26.990637321643185,529,60,83,328
26.99665696573686,529,59,84,328
26.999588274125827,528,60,84,328
27.008298939813606,528,59,85,328
27.028703077262026,528,59,84,329
27.030670661252078,527,60,84,329
27.039471459759092,527,60,83,330
27.04483977826749,527,60,82,331
27.056694825210727,527,60,81,332
27.0814619950346,527,59,82,332
27.126061905588532,527,58,83,332
27.12996739339804,527,58,82,333
27.13111630455414,527,58,81,334
27.14371899493136,527,58,80,335
27.15347866527764,527,57,81,335
27.168473729466584,527,56,82,335
27.17929840811013,526,57,82,335
27.266318623093177,526,56,83,335
27.273180862474632,526,55,84,335
27.29527600516237,525,56,84,335
27.2969443075816,525,56,83,336
27.30575623498051,525,55,84,336
27.305902894383635,525,55,83,337
27.31727294628441,525,54,84,337
27.340711232075204,525,53,85,337
27.34161624159061,524,54,85,337
27.355146939947684,523,55,85,337
27.362913326404684,522,56,85,337
27.371206401016003,522,55,86,337
27.37255484314931,522,55,85,338
27.372828180177212,521,56,85,338
27.376037788714136,521,55,86,338
27.378635267415774,520,56,86,338
27.425881746949976,519,57,86,338
27.526219386478605,518,58,86,338
27.53292833047453,518,58,85,339
27.543344670353505,518,57,86,339
27.57670996734194,518,57,85,340
27.57862265650621,518,56,86,340
27.599929973231717,518,56,85,341
27.601687350936857,518,55,86,341
27.608853391071516,518,54,87,341
27.61888961329797,517,55,87,341
27.628662357248132,517,54,88,341
27.635730728223507,517,53,89,341
27.644480071687195,516,54,89,341
27.651017891661297,515,55,89,341
27.662965009863807,515,54,90,341
27.66914533341422,514,55,90,341
27.68962668384878,514,55,89,342
27.701132855205458,513,56,89,342
27.71098370171858,513,55,90,342
27.714407879046185,513,54,91,342
27.731741986232354,513,53,92,342
27.73506460976056,512,54,92,342
27.75238906455771,512,53,93,342
27.759625969289228,511,54,93,342
27.760724852721864,510,55,93,342
27.76938945537975,509,56,93,342
27.771901058645817,509,56,92,343
27.79204087435138,508,57,92,343
27.79255026611299,508,56,93,343
27.805318231419797,508,55,94,343
27.81648774712584,508,55,93,344
27.830423556291716,507,56,93,344
27.830816892328397,507,55,94,344
27.84678094858173,507,54,95,344
27.900056985472595,507,54,94,345
27.90128134395754,507,54,93,346
27.90928802164138,507,54,92,347
27.91570839450103,507,54,91,348
27.918636006367485,507,53,92,348
27.922694653662848,507,52,93,348
27.930072293447253,506,53,93,348
27.93669607571832,506,53,92,349
27.94616715982881,506,53,91,350
27.98003211341691,506,52,92,350
27.984223998633762,505,53,92,350
27.98465351997162,505,52,93,350
28.01759142997583,505,52,92,351
28.029347435017474,505,52,91,352
28.03412956160837,505,52,90,353
28.0777268969472,504,53,90,353
28.08557711393998,504,52,91,353
28.100444991270958,504,51,92,353
28.106523054017636,504,50,93,353
28.12357699076451,503,51,93,353
28.132243878317755,503,50,94,353
28.145898866552216,502,51,94,353
28.147128005379358,502,50,95,353
28.173893133649244,501,51,95,353
28.174642749139874,501,51,94,354
28.183219699231927,500,52,94,354
28.205012284751884,499,53,94,354
28.22634789761876,499,53,93,355
28.227612991577274,498,54,93,355
28.228370174878656,498,53,94,355
28.231439323527823,498,53,93,356
28.234300059938647,497,54,93,356
28.23670392886179,496,55,93,356
28.240170291505,496,54,94,356
28.24095733761966,496,54,93,357
28.24595000432837,496,53,94,357
28.27599703621298,496,53,93,358
28.28339714770494,496,52,94,358
28.30198739007375,495,53,94,358
28.31008056210916,495,53,93,359
28.322005110512467,495,52,94,359
28.32893625325525,494,53,94,359
28.33945818439022,494,53,93,360
28.348234184168287,494,52,94,360
28.367807775084934,494,52,93,361
28.39602909239723,493,53,93,361
28.402329503874093,492,54,93,361
28.412208484019306,492,53,94,361
28.413057026868866,492,52,95,361
28.414995102433032,492,52,94,362
28.420139072613118,491,53,94,362
28.499965832993585,491,53,93,363
28.50222383708599,490,54,93,363
28.505170328767782,490,53,94,363
28.56595383338776,490,53,93,364
28.57535673837956,490,53,92,365
28.593289249201092,490,52,93,365
28.61590826817651,490,52,92,366
28.648624002928685,490,51,93,366
28.65401710219384,490,50,94,366
28.65796297656741,490,50,93,367
28.65991816200826,490,49,94,367
28.668082386586885,490,49,93,368
28.677411594594684,489,50,93,368
28.682575995002658,488,51,93,368
28.68589346421455,488,51,92,369
28.696038275143767,488,50,93,369
28.706827221901804,488,50,92,370
28.733960741950856,487,51,92,370
28.761190512390613,487,50,93,370
28.788261722873013,486,51,93,370
28.795169921654757,485,52,93,370
28.800961206313126,485,51,94,370
28.801030692411267,485,51,93,371
28.847989685691626,485,50,94,371
28.863803335277872,484,51,94,371
28.908392089672954,484,50,95,371
28.90968874120564,484,50,94,372
28.934598119372083,484,50,93,373
28.967353541404727,484,50,92,374
28.969013686784457,484,50,91,375
28.96920775768766,484,50,90,376
28.99415599276297,483,51,90,376
29.001127750538775,482,52,90,376
29.016763090509045,482,52,89,377
29.02120933851881,482,52,88,378
29.0495927723263,482,51,89,378
29.056713432530167,481,52,89,378
29.058314465393224,481,52,88,379
29.068083672135113,480,53,88,379
29.071704870539943,479,54,88,379
29.072130704778743,479,53,89,379
29.087688967495446,479,52,90,379
29.091974833471486,479,51,91,379
29.099771855658524,478,52,91,379
29.100022495963984,478,51,92,379
29.104955000430238,477,52,92,379
29.10717237060656,476,53,92,379
29.110241135078695,475,54,92,379
29.127710164235136,474,55,92,379
29.15070215621248,473,56,92,379
29.151162191499786,472,57,92,379
29.160846858659955,472,56,93,379
29.173243836622962,472,55,94,379
29.17935211631075,471,56,94,379
29.190406033982836,471,56,93,380
29.25504547786541,470,57,93,380
29.256829036541646,469,58,93,380
29.260758827974694,469,58,92,381
29.280979849677536,468,59,92,381
29.288562447904923,467,60,92,381
29.290911546510724,467,60,91,382
29.3014128374504,467,59,92,382
29.325366779439122,466,60,92,382
29.370232792879676,465,61,92,382
29.375667678264517,464,62,92,382
29.376772327379154,464,62,91,383
29.382557646535016,464,61,92,383
29.428245603183417,464,60,93,383
29.43786714272173,464,59,94,383
29.454054058698635,463,60,94,383
29.47906552684248,462,61,94,383
29.485236838142157,462,61,93,384
29.49313808219957,462,61,92,385
29.505068947400368,462,60,93,385
29.525490253429084,461,61,93,385
29.56719139926507,460,62,93,385
29.589462388335672,460,62,92,386
29.591882694949366,460,62,91,387
29.593844190305006,460,61,92,387
29.608477013422103,460,61,91,388
29.669572848464124,460,61,90,389
29.67130726453977,460,61,89,390
29.686649023283977,460,60,90,390
29.72037498049463,460,59,91,390
29.728209988298055,460,58,92,390
29.736879159698464,459,59,92,390
29.739089368986974,458,60,92,390
29.750330483164525,458,59,93,390
29.756179502246727,458,59,92,391
29.772756742117373,457,60,92,391
29.782472367090932,456,61,92,391
29.806731876838214,456,61,91,392
29.8168817515226,456,60,92,392
29.821941729884994,455,61,92,392
29.82301351265891,455,60,93,392
29.824758408128687,455,60,92,393
29.839865470235207,454,61,92,393
29.88628260569573,453,62,92,393
29.88820512668879,453,61,93,393
29.898140739319384,453,60,94,393
29.918103634012198,453,60,93,394
29.922199344690636,452,61,93,394
29.92797149063608,452,61,92,395
29.945547121704237,452,61,91,396
29.985664041741437,451,62,91,396
30.02583186381084,451,61,92,396
30.02602744907709,451,61,91,397
30.064973633546686,451,60,92,397
30.065375710606517,451,59,93,397
30.081201981269338,451,59,92,398
30.081695267587865,451,58,93,398
30.104534386662912,451,58,92,399
30.11094385044421,451,57,93,399
30.12334865135729,450,58,93,399
30.125425822234,450,57,94,399
30.127999915019,449,58,94,399
30.139006301984104,449,58,93,400
30.14873396838954,449,58,92,401
30.153958499226235,449,58,91,402
30.18311546920115,449,57,92,402
30.220270719604617,449,57,91,403
30.238058537449113,449,56,92,403
30.252732959703724,449,56,91,404
30.268151467659088,449,55,92,404
30.270235595539432,449,55,91,405
30.27752394215307,449,54,92,405
30.279816509172495,449,53,93,405
30.313938434286374,449,52,94,405
30.31805272027066,448,53,94,405
30.326181796821047,448,53,93,406
30.3275981015315,448,52,94,406
30.338263306544885,448,51,95,406
30.345638686940298,448,51,94,407
30.360058161073365,448,50,95,407
30.361899881384467,448,50,94,408
30.40176066295089,447,51,94,408
30.422107114411233,446,52,94,408
30.424205604468266,446,51,95,408
30.437337990645695,446,51,94,409
30.441896250936992,446,50,95,409
30.453674597313746,446,49,96,409
30.51022755898053,446,48,97,409
30.515639843945294,446,48,96,410
30.523927583890217,446,47,97,410
30.538497309685813,446,46,98,410
30.550877320175466,446,46,97,411
30.565142149543597,446,45,98,411
30.570313149057405,446,45,97,412
30.57234804378978,446,44,98,412
30.57281691729645,445,45,98,412
30.58707116977726,445,45,97,413
30.59106457276541,444,46,97,413
30.59394462379326,443,47,97,413
30.59809194074076,443,47,96,414
30.634019398073903,443,46,97,414
30.639375465786948,443,45,98,414
30.645006933540394,443,45,97,415
30.64667398565304,443,45,96,416
30.65368144619009,442,46,96,416
30.661174043082177,441,47,96,416
30.664473878926707,441,46,97,416
30.680675534411012,440,47,97,416
30.683082107513403,440,46,98,416
30.694822862867923,440,45,99,416
30.7109948930768,440,44,100,416
30.74123452434466,439,45,100,416
30.742360296214606,439,45,99,417
30.754798221449935,438,46,99,417
30.756095880037154,437,47,99,417
30.757018429665145,437,46,100,417
30.778280663064393,436,47,100,417
30.806208910557107,435,48,100,417
30.815984190002997,435,48,99,418
30.832417976768,434,49,99,418
30.842392661231884,434,48,100,418
30.84495251417215,434,47,101,418
30.851163890470435,434,46,102,418
30.860944301701302,434,46,101,419
30.866917887242447,434,46,100,420
30.86958898763813,434,45,101,420
30.89848346392153,434,44,102,420
30.913425638171386,433,45,102,420
30.92072013781577,433,45,101,421
30.93395752330632,433,45,100,422
30.94251989075386,433,44,101,422
30.944760786660645,432,45,101,422
30.975652381801254,432,45,100,423
31.02811117649324,432,44,101,423
31.03184227170807,431,45,101,423
31.048827155302433,431,44,102,423
31.063404027331195,431,43,103,423
31.07235126272623,431,42,104,423
31.077999792673353,431,42,103,424
31.082327599079765,431,42,102,425
31.083785691839854,430,43,102,425
31.101092543523066,430,43,101,426
31.102406750475605,430,42,102,426
31.10275145752447,430,41,103,426
31.136804909125008,429,42,103,426
31.17502330485426,429,41,104,426
31.192377616486272,428,42,104,426
31.21031997959519,428,41,105,426
31.23073232086967,427,42,105,426
31.242057506872335,427,41,106,426
31.24999307087128,427,40,107,426
31.270706056464764,426,41,107,426
31.27840396948099,426,40,108,426
31.28890274633076,426,39,109,426
31.295906771267177,426,38,110,426
31.31954438500643,426,38,109,427
31.325565590515414,426,38,108,428
31.3400012307684,426,38,107,429
31.348891891815754,426,38,106,430
31.36465819720399,426,37,107,430
31.37392233601122,425,38,107,430
31.397555958046944,425,38,106,431
31.409839735914716,425,38,105,432
31.433236594679414,425,38,104,433
31.433252502052305,424,39,104,433
31.45695377821277,424,39,103,434
31.478310752766706,424,39,102,435
31.51627764265073,424,38,103,435
31.532207457369772,424,38,102,436
31.544113686178278,424,38,101,437
31.554103143211663,424,38,100,438
31.564712673898697,424,38,99,439
31.584834511689,424,38,98,440
31.634753703842822,424,37,99,440
31.662568884110403,424,36,100,440
31.674744709803612,424,36,99,441
31.698014728454293,424,35,100,441
31.69984091215528,424,34,101,441
31.706743736702936,424,33,102,441
31.710170413624734,424,33,101,442
31.71039490211661,424,33,100,443
31.71411314559909,424,32,101,443
31.74327450950357,424,31,102,443
31.77405781754297,424,31,101,444
31.795110422791176,423,32,101,444
31.810112931155174,423,32,100,445
31.859137011172063,423,32,99,446
31.862709404135654,423,31,100,446
31.873478362684033,423,30,101,446
31.91313870915749,423,29,102,446
31.916006169599516,423,28,103,446
31.917112970112758,423,28,102,447
31.926520843535044,422,29,102,447
31.93913129356535,421,30,102,447
31.941700084871766,421,30,101,448
31.993232354721858,421,29,102,448
31.997697933430324,421,29,101,449
32.0154577250629,421,29,100,450
32.01621422071198,420,30,100,450
32.020741379723844,419,31,100,450
32.02619069992559,418,32,100,450
32.026857112971925,418,31,101,450
32.07627327930245,417,32,101,450
32.09616131607532,416,33,101,450
32.11248383979174,416,33,100,451
32.11253315485147,416,33,99,452
32.122406741182076,416,33,98,453
32.12271988407122,416,33,97,454
32.124601911839214,415,34,97,454
32.12786842008234,415,34,96,455
32.129506522377156,415,34,95,456
32.140105449935746,414,35,95,456
32.147407170225634,413,36,95,456
32.150227198219746,413,36,94,457
32.16090272877619,413,36,93,458
32.17010635910394,413,36,92,459
32.195868070959484,412,37,92,459
32.20428665769206,412,37,91,460
32.22156474200792,412,37,90,461
32.2305775226081,412,36,91,461
32.285523771990576,411,37,91,461
32.29962273836587,411,37,90,462
32.305627457995904,411,36,91,462
32.32947746877787,410,37,91,462
32.33113854379423,409,38,91,462
32.379879581377324,409,37,92,462
32.38668463592879,408,38,92,462
32.41862531725654,407,39,92,462
32.41880775540473,407,39,91,463
32.42218657142177,407,39,90,464
32.440749996217015,406,40,90,464
32.48193845239948,405,41,90,464
32.482141712057604,405,40,91,464
32.49781101442602,405,39,92,464
32.505608658339305,404,40,92,464
32.57934301620503,403,41,92,464
32.58931232713067,402,42,92,464
32.59067314719266,401,43,92,464
32.61204532717822,401,43,91,465
32.63607067880529,401,42,92,465
32.64670400465711,401,42,91,466
32.648667989560984,400,43,91,466
32.64976322316975,400,42,92,466
32.67543815641273,400,42,91,467
32.67752802620458,400,41,92,467
32.70394224578995,400,41,91,468
32.7128546786021,399,42,91,468
32.80269941054358,399,42,90,469
32.81099821261097,399,41,91,469
32.811150857690365,399,40,92,469
32.83111375332595,399,39,93,469
32.87684330977635,399,39,92,470
32.89536558158071,399,38,93,470
32.89956853574342,399,38,92,471
32.90183043847959,399,37,93,471
32.912031630831734,399,36,94,471
32.92781428711925,399,36,93,472
32.93783988218863,399,35,94,472
32.948237697604135,399,35,93,473
32.96313188480166,399,35,92,474
32.96522508896254,398,36,92,474
32.97429817829822,397,37,92,474
33.00000282401761,397,37,91,475
33.02197335433499,397,37,90,476
33.0413973614356,396,38,90,476
33.05307274493778,396,37,91,476
33.06106125217169,395,38,91,476
33.06702276463855,395,38,90,477
33.092048813822885,395,37,91,477
33.09341124677098,394,38,91,477
33.11320411458897,394,38,90,478
33.117915993946,394,37,91,478
33.16552180966508,394,37,90,479
33.16815464447936,394,37,89,480
33.16982112490898,394,37,88,481
33.17891672303524,394,36,89,481
33.20258532317547,394,36,88,482
33.22894861910847,394,36,87,483
33.237452848524924,394,35,88,483
33.25074427853424,393,36,88,483
33.262198542798636,393,35,89,483
33.2649552216521,393,35,88,484
33.29250315949346,393,34,89,484
33.30351578089428,393,34,88,485
33.35544876578355,392,35,88,485
33.357863753078874,392,34,89,485
33.36157474125649,392,33,90,485
33.37228189733078,392,32,91,485
33.38783756324487,392,32,90,486
33.397801263518815,391,33,90,486
33.416579693283396,391,33,89,487
33.44355047050649,391,32,90,487
33.451934806290026,391,31,91,487
33.49094823636821,390,32,91,487
33.52862329117684,390,32,90,488
33.53166176617281,390,31,91,488
33.537472746204735,389,32,91,488
33.5651788796173,389,32,90,489
33.59157044686585,389,32,89,490
33.60518523604805,389,32,88,491
33.61392607936848,389,31,89,491
33.63107302846815,389,30,90,491
33.64314456787381,389,29,91,491
33.69033216853814,388,30,91,491
33.69361840763527,388,30,90,492
33.73356257530803,388,30,89,493
33.73423683870199,387,31,89,493
33.75875164798745,386,32,89,493
33.818310874022565,386,32,88,494
33.82246605814963,386,31,89,494
33.83127136368057,386,30,90,494
33.840171794008064,386,29,91,494
33.840940872764776,385,30,91,494
33.85554524362693,385,29,92,494
33.88377154201957,384,30,92,494
33.927053186531424,384,30,91,495
33.93108629488752,384,29,92,495
33.94529677392472,384,29,91,496
33.95959045365263,384,29,90,497
33.99827457781457,383,30,90,497
33.99849016674497,383,30,89,498
34.032204356496564,383,30,88,499
34.03596505916063,383,29,89,499
34.06040148394334,383,29,88,500
34.069809454451054,382,30,88,500
34.092214890288425,382,29,89,500
34.113673301157604,382,28,90,500
34.14708355496863,381,29,90,500
34.186034409176024,380,30,90,500
34.196280558780785,380,30,89,501
34.198347076980426,380,30,88,502
34.20541577316142,380,29,89,502
34.242117923095165,380,28,90,502
34.279271420581374,380,28,89,503
34.28365327282641,379,29,89,503
34.294414052405685,379,29,88,504
34.307589472504574,379,29,87,505
34.31015090225924,379,28,88,505
34.33337794878585,378,29,88,505
34.33597582772824,378,29,87,506
34.33736022220671,377,30,87,506
34.35672797734286,376,31,87,506
34.36659831958881,376,31,86,507
34.36836858993073,376,31,85,508
34.37644152219946,376,30,86,508
34.41276390415164,376,30,85,509
34.46914661936887,376,30,84,510
34.4744907915803,375,31,84,510
34.498001332221186,374,32,84,510
34.49840526830471,374,31,85,510
34.50082363655444,374,31,84,511
34.50433649130118,374,31,83,512
34.5145782273727,374,31,82,513
34.51570441565297,374,30,83,513
34.55524126000042,373,31,83,513
34.595028405632746,373,31,82,514
34.60347439571826,373,31,81,515
34.627421606449445,373,30,82,515
34.63364691288063,372,31,82,515
34.63411781714185,372,31,81,516
34.64869670461456,372,30,82,516
34.65072650377297,371,31,82,516
34.69053792253413,371,30,83,516
34.69134753608836,370,31,83,516
34.69481132704406,370,30,84,516
34.714024111093735,370,30,83,517
34.73000594722991,370,30,82,518
34.731259722014265,370,29,83,518
34.73229557181121,370,29,82,519
34.75695531326597,370,29,81,520
34.770725877467775,370,28,82,520
34.78232737245587,370,28,81,521
34.78936918426487,370,28,80,522
34.80767853068857,370,28,79,523
34.822789824044705,370,28,78,524
34.82343400137923,369,29,78,524
34.83619247151055,369,29,77,525
34.844807304664954,369,29,76,526
34.85919913129536,369,29,75,527
34.8695354115239,369,29,74,528
34.880445430947844,368,30,74,528
34.88531861393544,368,29,75,528
