t,S,I,R
7.16830189919975,568,257,175
7.168702569571284,567,258,175
7.1688671927824865,566,259,175
7.168939077331598,565,260,175
7.178008427943473,564,261,175
7.178037428436801,563,262,175
7.179625655651669,563,261,176
7.194393196806088,562,262,176
7.19471920007059,561,263,176
7.198068105760992,560,264,176
7.203294953093124,559,265,176
7.207825576987381,558,266,176
7.211494049839294,558,265,177
7.211556717793723,557,266,177
7.212144681859374,556,267,177
7.21813217235766,555,268,177
7.223211291182151,554,269,177
7.238690771028218,553,270,177
7.2419706790478315,553,269,178
7.24955350683269,553,268,179
7.275365785241138,553,267,180
7.27536712019743,552,268,180
7.275897946793408,551,269,180
7.276361898638633,551,268,181
7.27954293449943,551,267,182
7.287579476346087,551,266,183
7.29239252903762,550,267,183
7.2927896645398524,549,268,183
7.303495254536724,548,269,183
7.318921238181141,547,270,183
7.331862636494445,546,271,183
7.355073113217134,545,272,183
7.362590414372837,544,273,183
7.363837716513195,544,272,184
7.372328299744849,544,271,185
7.373459169423494,543,272,185
7.377053338565442,543,271,186
7.38470705420513,542,272,186
7.389411395915567,541,273,186
7.393030836053633,541,272,187
7.395197223602815,541,271,188
7.400202451372011,541,270,189
7.402228169022936,540,271,189
7.411445147544804,539,272,189
7.413772488124138,539,271,190
7.418710978637639,539,270,191
7.42207013189826,539,269,192
7.426399315668353,538,270,192
7.436491818762629,537,271,192
7.440702425607484,536,272,192
7.444713827733361,535,273,192
7.446637022428411,534,274,192
7.466581097527355,534,273,193
7.469648344264326,533,274,193
7.472797454002345,532,275,193
7.481143502830345,531,276,193
7.483778975092115,531,275,194
7.483854083379485,530,276,194
7.485948091662142,529,277,194
7.507684944592326,529,276,195
7.511928757007843,528,277,195
7.514384124113866,527,278,195
7.515514666422687,526,279,195
7.544278340946959,525,280,195
7.545613070902933,525,279,196
7.545632954039438,524,280,196
7.551462575461396,523,281,196
7.565423973293966,523,280,197
7.567120916349868,522,281,197
7.570313150224324,521,282,197
7.580952607903087,521,281,198
7.5832346488863625,521,280,199
7.586970782605421,521,279,200
7.587423299143957,521,278,201
7.59965653076098,521,277,202
7.6117597824996865,520,278,202
7.614504760468549,519,279,202
7.625229868819234,518,280,202
7.629151861782093,518,279,203
7.634952661391905,518,278,204
7.636593984844975,518,277,205
7.64228274628225,518,276,206
7.642814295590862,517,277,206
7.651884615933828,517,276,207
7.656048003628377,516,277,207
7.664875614720486,515,278,207
7.665193831029941,515,277,208
7.66602115491642,515,276,209
7.6710862279078444,515,275,210
7.6711735530528244,515,274,211
7.680675971469966,514,275,211
7.693404492311588,513,276,211
7.69532431075473,512,277,211
7.700857731633628,511,278,211
7.702033703890637,510,279,211
7.713304664238501,509,280,211
7.7249569270665575,509,279,212
7.732700323297161,508,280,212
7.741920936069885,507,281,212
7.745140984663946,507,280,213
7.755960615707449,506,281,213
7.757721808125754,506,280,214
7.766186307810568,505,281,214
7.773666479083266,504,282,214
7.773833171612179,503,283,214
7.776316449869858,503,282,215
7.785835198378913,503,281,216
